"AA","AB","AC","BA","BB","BC","CA","CB","CC"
0,0,0,0,0,0,0,0,0
-0.165682483763546,-0.291328023446648,-0.121719557881656,-0.0956530637396324,-0.0915771216371843,-0.103147220232327,0.258633678102953,0.402164648887897,-0.10815775669001
-0.051619570843999,0.0250641713415882,-0.163824602407683,-0.240077395074265,0.436468370825768,-0.190269081678205,0.0550391409434221,0.0362888901663709,-0.27758701192108
-0.641421065760629,0.859119461549538,0.508032873066566,-0.220980964320339,0.170594091779188,-0.365627167407319,-0.324600290832313,0.00466611537821576,0.378049362643318
-0.000546773407088197,0.205327830511213,-0.0111455621511049,-0.415566859074326,0.600287800396421,0.140651550571613,-0.531297227203535,0.146378587882151,0.209864985518438
0.135316213590932,0.000894908119616282,0.461610619491341,0.595417850935009,0.464116093606223,-0.338297097862175,-1.10867679156588,0.922811327065206,0.530599651921034
-0.0651532027227558,-0.100397890685156,0.40573787037196,0.186449128456218,0.157321293045668,-0.260088612568128,-0.883435736628873,0.511127693258194,0.0206315228276116
-0.156737166508646,0.465686972996338,0.557421612454314,0.0458399822279345,-0.468732760357799,-0.880633781517513,-0.178302950341164,0.239965594470595,0.788431049980458
-0.0125521299139686,0.254825076147489,0.685325648256741,0.256668135851938,-0.638090718831691,-0.217813695701125,-0.311267843088428,-0.0318194449997508,0.410622112958519
-0.386103038636674,1.22686150899866,-0.263539712411325,0.713341881509093,-0.344538785290083,0.00379788866880674,-0.157290830767029,-0.80315357050515,-0.010182523684983
-0.417758159355157,0.536733080680946,0.593953578090448,0.499193527777588,0.185938832634108,-0.658342662030977,0.738452622079369,-0.547544810102583,0.214764767924622
0.56283971502164,0.0516823371491181,-0.252431749245055,-0.0359587825938353,0.779768943327477,0.520588862326257,0.10110189366345,-0.164671819862329,0.194300993590787
0.596785308772805,-0.000949888959049461,-0.316015381464885,-0.203430645996233,0.19075569402185,-0.286494187091533,0.40278861238325,0.480780903794512,-0.0586539228569818
-0.0263420573102565,-0.0990880975593019,-0.695430613530177,-0.507637201572482,0.294634137527095,0.445433037832263,0.397802425920706,0.678123585103215,-0.420844824410601
-0.437461629685746,-0.576478076013045,-0.775733813982726,-0.466640246313419,0.341937885493746,0.672826936959528,0.0422106820804461,-0.0105734410319826,-0.889884039206187
0.48591744887563,0.0820486029502378,-0.489691453340887,-0.578108059082399,0.22947491109222,0.314370051728482,0.470261928724367,0.128834890292187,-0.0550628801498131
0.23718392359117,-0.773594916129529,-0.385483523425967,-0.259371169394851,0.163793415098336,0.256962953469578,0.03115862987018,0.0449630260496814,-0.450144207178643
