"AA","AB","AC","BA","BB","BC","CA","CB","CC"
0,0,0,0,0,0,0,0,0
-0.17074394991784,-0.251882170682634,-0.271387831471105,0.063925333958147,-0.253357769136815,0.0797806697103325,0.658386928731182,-0.0531630410822827,-0.257826030279459
-0.00490826417792769,-0.028887972279968,-0.177952142774072,-0.151510836089963,0.331359807704151,-0.173002087897062,-0.130944666000471,0.266741885401438,-0.29171455228747
-0.242679501328021,0.477168769327027,0.0337323836885248,0.227266251489546,-0.271863507682218,0.214073430721398,-0.213847358202437,-0.0252984713076238,-0.0962511267347227
0.396269430914134,-0.205473030804575,-0.34503080999678,0.213326884412886,-0.0941633865666878,0.548733520160771,-0.199705508159826,-0.184703458094455,-0.124020262327237
0.257992011211504,-0.0454585858140137,-0.00451554472046581,0.61421977547591,0.544719555658858,0.2314126583967,-0.38032615790488,0.136188589082165,0.064473487709227
-0.132505643728368,0.0623257777137094,0.0439197881079349,0.393350702578718,-0.0151543903787146,0.182133487976791,-0.402748679198916,0.00402530801358448,-0.341186559436414
0.117991114468097,0.242598243953695,0.0503153477741238,-0.189084770984492,-0.0689122253914581,-0.260837235797281,0.129701879183622,-0.0237944716863242,0.281324785300268
0.256539083079715,0.00051440313507696,0.349722005347337,-0.071635661031615,-0.162251935327481,0.192368534521479,-9.78666825175722e-05,-0.337559717738219,0.0750184700491163
0.189827767931464,0.535628139447903,-0.320608985557693,0.549848029208725,-0.132030905112663,0.0735492225143686,0.0304359693347526,-1.01991537659702,-0.0672517968313518
-0.0271687181702285,0.126551805795711,0.291527388556897,0.701757113548403,0.00556693658834628,-0.288710652601082,0.70751940766927,-0.442531728149451,-0.0876614216089281
0.447879141307939,0.165756173200233,-0.13348085604972,0.323970789474955,0.313421490088881,0.375204437309736,0.275630840188041,-0.404418508546903,0.313251886786122
0.28859490767056,0.381530879553917,-0.342131633710888,0.0883513403223725,-0.160063122090668,-0.254574323235308,0.85963818995059,-0.0717871905109031,-0.0847701751029844
-0.136586786212316,-0.0401424271359118,-0.354340121474103,0.0503775459459938,-0.463181774341281,0.028544658652617,0.866687524449943,0.029243910888354,-0.0797543323545268
-0.742481400849396,-0.361038820057898,-0.0676017243808169,-0.0890891602954714,-0.276876128439726,-0.192667839220583,0.279198304404297,-0.457587666006002,-0.181751949604278
0.112652277114993,0.424274464002082,0.023250616609313,-0.0913135759172534,-0.479483250543002,-0.312559144877318,0.611407227463031,-0.157663157044003,0.457879189800387
0.0165528379856446,-0.569801148625209,-0.0890845063650162,-0.00460235851083559,-0.213457135329006,-0.105302511827141,0.284452271813466,-0.330484540116768,-0.153745190117691
0.0122245734572957,0.104756830680103,-0.300514750190655,0.37495630794142,-0.216402105226211,0.507541437873036,-0.117027430230767,0.419887664823152,-0.00358086947533262
0.287618361371717,0.0429691907375373,-0.283827142362799,0.136927429151619,-0.682408923650519,-0.138347725366758,-0.0943383218880947,0.0774520325012701,-0.753417521680524
0.357224378341003,0.341311876259447,0.306718455975397,0.00108039405541532,-0.142364802228446,-0.138176166873245,-0.00808182326767906,0.512378188315812,0.0620063512196906
0.328265575930449,0.275000975302614,0.194886885250405,-0.0862802296793906,-0.122087039922747,0.619200060945229,0.312792220288722,0.101276017882423,-0.174878006104346
0.377038205108297,0.712611375012225,-0.112213730136173,0.423289883650279,0.220456929915954,0.328314178526855,0.365978553290274,0.435535449357043,0.494850259583386
0.338138241916109,-0.155808443225194,-0.325968448919814,0.227225661769429,0.399385887896479,-0.272293136432661,0.442761791817403,0.249179420619203,0.324496397394424
0.11140282906202,0.417740788597093,-0.171317127096912,0.473104732839553,0.572854663627207,0.535421729350285,0.602109102862936,0.0322201407621995,0.0947734447284667
-0.66204124114967,0.61306114813684,-0.649994171247386,0.511418002286262,0.366894245013458,-0.212811463244513,-0.252954870547007,-0.00092700705301059,0.289169786364773
-0.0616120391350624,0.13645228633092,-0.389282175278087,0.346997979886538,0.371474449588934,0.00897430030933738,0.288680155833781,0.505243669964746,-0.138557069527094
-0.0567356617222972,-0.71598965857764,-0.360519878922983,0.0286227376617112,0.0328042292583744,-0.338822033931134,0.133128436416565,-0.189312588506685,0.75429645835036
-0.134589547495269,-0.142455903756188,0.169198573128525,0.33876645473971,0.388832416284538,-0.159656652251407,0.213249791683827,-0.427313329262102,0.240673573588686
-0.589827717333372,-0.329929359631286,0.246154571503819,0.276823676129727,0.468523867446534,0.560606276956881,0.168909004694368,0.384564948479057,-0.212389099940781
-0.387622436101192,0.0714530688319143,-0.015006275143417,-0.263029167811315,-0.124235307239667,0.518541921771087,-0.293354647828912,0.247069936819932,0.0123356732428342
-0.0405307214598652,0.0587004750133604,-0.39516303066224,0.221493180219298,-0.364761545010751,-0.0841894519403779,-0.196541421876299,-0.557777704198658,0.0888518944252925
